planet_name,orbital_period_days,transit_midpoint_bjd,transit_duration_hrs,transit_depth_ppm,planet_radius_earth,equilibrium_temp_k,insolation_earthflux,stellar_teff_k,stellar_radius_sun,stellar_logg_cgs,ra_deg,dec_deg,source
EPIC 211438731.01,20.486455,,,,2.762,,,3664.0,0.371,4.852,134.3936549,12.2270375,K2
EPIC 211439059.01,18.634179,,,,1.49,,,,0.821,,131.9735167,12.2317861,K2
EPIC 211439059.01,18.645046,,,,1.8,,,,0.84,,131.9735167,12.2317861,K2
EPIC 211439059.01,18.6393,,,,1.73,,,,0.821,,131.9735167,12.2317861,K2
EPIC 211439059.01,18.641,,,,,,,4774.48,,,131.9735167,12.2317861,K2
EPIC 211442571.01,5.19287,,,,1.29,,,,0.826,,126.3424367,12.2860829,K2
EPIC 211442571.02,3.39934,,,,1.08,,,,0.826,,126.3424367,12.2860829,K2
EPIC 211449931.01,6.663685,,,,,,,5691.67,1.05709,4.39416,130.4887643,12.3994357,K2
EPIC 211451776.01,12.17682,,,,2.244,,,4477.0,0.637,4.739,133.8727161,12.4269526,K2
EPIC 211452175.01,11.114394,,,,,,,5904.69,2.44643,3.69039,135.6982706,12.4332847,K2
EPIC 211453076.01,0.524461,,,,,,,3112.0,0.200172,5.06358,130.3694131,12.4465352,K2
EPIC 211453223.01,9.056947,,,,,,,4942.0,1.05773,4.2978,130.2153862,12.4486135,K2
EPIC 211468153.01,0.737735,,,,,,,4908.37,1.53058,3.97144,131.5157358,12.6767362,K2
EPIC 211469889.01,7.07737,,,,2.1,,,,0.662,,135.0384144,12.7024625,K2
EPIC 211471048.01,0.799768,,,,,,,8175.71,1.67093,4.29318,133.3980686,12.7191133,K2
EPIC 211477347.01,1.641114,,,,,,,8231.0,1.10451,4.65708,130.746916,12.8116845,K2
EPIC 211480861.01,6.3508198,,,,,,,7461.0,2.11,4.03,124.5437596,12.8626535,K2
EPIC 211490299.01,0.555516,,,,,,,,,,131.7414253,12.9991012,K2
EPIC 211492384.01,0.635328,,,,,,,6420.0,1.531,4.176,131.4568921,13.0294918,K2
EPIC 211492449.01,16.24196986,,,,,,,4499.02,10.4554,,130.9384149,13.0304324,K2
EPIC 211492541.01,1.031746,,,,,,,7598.94,1.85084,4.1513,132.8012702,13.0319453,K2
EPIC 211493669.01,0.58337,,,,,,,5802.79,0.742872,4.71327,131.6413223,13.0490997,K2
EPIC 211503824.01,2.047195,,,,,,,6150.0,0.958,4.476,134.0820135,13.1927828,K2
EPIC 211505089.01,24.4472,,,,1.82,,,,0.647,,123.2504218,13.2103237,K2
EPIC 211506851.01,10.542179,,,,3.123,,,5441.0,0.916,4.423,129.2557752,13.2359338,K2
EPIC 211509665.01,3.247194,,,,,,,5581.0,1.17125,4.29641,129.978559,13.2754718,K2
EPIC 211510580.01,5.31471,,,,1.45,,,,0.355,,126.4347415,13.2881732,K2
EPIC 211516501.01,3.84981,,,,1.86,,,,1.42,,135.8994203,13.3714906,K2
EPIC 211524114.01,0.715676,,,,,,,4476.31,7.82356,,131.6917066,13.4793426,K2
EPIC 211524558.01,0.546969,,,,,,,5162.92,0.996147,4.38094,136.0497659,13.4855094,K2
EPIC 211526186.01,0.682618,,,,,,,6120.16,2.77001,3.61756,135.274273,13.5092749,K2
EPIC 211533633.01,2.126953,,,,1.7,,,4020.0,0.573,4.696,137.4716756,13.6128935,K2
EPIC 211534342.01,0.512702,,,,,,,4513.0,1.00839,4.28207,137.0941737,13.6225937,K2
EPIC 211535327.01,20.2244,,,,2.94,,,,0.8325,,123.9394023,13.6362239,K2
EPIC 211535481.01,0.539696,,,,,,,,,,130.882181,13.638647,K2
EPIC 211537087.02,42.3822512,,,,2.58,482.0,,5568.0,0.86,4.52,128.3219134,13.6613758,K2
EPIC 211537087.03,41.9,,,,2.28,82.0,,5568.0,0.86,4.52,128.3219134,13.6613758,K2
EPIC 211538193.01,0.597258,,,,,,,5374.42,1.47741,4.06755,130.2511429,13.6765266,K2
EPIC 211540348.01,0.620388,,,,,,,7577.62,1.48463,4.34034,129.647924,13.7066497,K2
EPIC 211541590.01,9.81881482,,,,,,,3463.0,0.411081,4.81652,137.1774989,13.7237933,K2
EPIC 211543616.01,1.518232,,,,,,,5510.0,1.209,4.237,131.473165,13.752736,K2
EPIC 211544257.01,1.63013,,,,,,,6190.0,1.602,4.136,132.8253523,13.761389,K2
EPIC 211546613.01,2.007472,,,,,,,3790.0,0.473,4.783,136.2000475,13.7954456,K2
EPIC 211546613.01,2.00745282887,,,,7.16393472,680.34,50.6324,3449.0,0.490442,4.74578,136.2000475,13.7954456,K2
EPIC 211551160.01,37.4059,,,,2.32,,,,0.581,,126.2563741,13.857096,K2
EPIC 211552050.01,3.544965,,,,1.9,,,4860.0,0.701,4.602,133.4101774,13.8693418,K2
EPIC 211563123.01,17.325857,,,,,,,6047.27,3.05384,3.51759,131.1290191,14.0265002,K2
EPIC 211569704.01,34.023,,,,,,,4534.56,11.253,,127.0046688,14.1195964,K2
EPIC 211572480.01,6.2043,,,,1.8527,,,,,,124.7453571,14.156803,K2
EPIC 211572511.01,10.39528014,,,,,,,5714.27,0.8881,4.54932,126.5215592,14.1571938,K2
EPIC 211578235.01,11.00357542,,,,,,,5506.87,1.0551,4.37825,135.061372,14.2375374,K2
EPIC 211578235.01,11.007537,,,,41.5,,,,0.94,,135.061372,14.2375374,K2
EPIC 211579683.01,9.0102,,,,3.6,,,,0.738,,125.2144993,14.2586479,K2
EPIC 211579683.01,9.01258853,,,,,,,4764.64,0.81741,4.49798,125.2144993,14.2586479,K2
EPIC 211586387.01,35.383,,,,,,,4663.0,0.667213,4.65877,136.8011502,14.3554169,K2
EPIC 211586387.01,35.3972,,,,2.6,,,,0.531,,136.8011502,14.3554169,K2
EPIC 211589784.01,1.359386,,,,,,,5723.55,1.28259,4.23049,137.0946357,14.4005896,K2
EPIC 211590050.01,26.0,,,,10.48,222.0,,6414.0,1.57,4.16,135.0803585,14.4042594,K2
EPIC 211600389.01,0.630717,,,,,,,6591.15,1.57514,4.18015,133.8859513,14.5447545,K2
EPIC 211600632.01,0.630718,,,,,,,,,,133.88708,14.547682,K2
EPIC 211604981.01,12.427163,,,,,,,6435.2,2.39747,3.7925,138.3288505,14.6068847,K2
EPIC 211606790.01,37.246869,,,,23.8036385,,,5445.0,1.475643,4.05,137.1444253,14.6307827,K2
EPIC 211606790.01,37.24703,,,,35.0,,,,1.696,,137.1444253,14.6307827,K2
EPIC 211607670.01,1.348851,,,,,,,6311.4,1.38773,4.24688,134.0284308,14.6429247,K2
EPIC 211607804.01,1.490219,,,,,,,7175.46,1.72824,4.16698,137.3993323,14.6447599,K2
EPIC 211611139.01,1.882213,,,,,,,6590.0,1.568,4.178,134.1349445,14.6900442,K2
EPIC 211613886.01,0.958786,,,,,,,5512.55,1.0377,4.3918,135.6995684,14.7279308,K2
EPIC 211613886.01,0.9587591,,,,39.0,,,,1.171,,135.6995684,14.7279308,K2
EPIC 211616939.01,1.8554,,,,,,,4990.0,10.091,2.964,133.2292432,14.7715214,K2
EPIC 211619120.01,11.100314,,,,,,,4928.18,3.70395,,130.4176439,14.8015143,K2
EPIC 211619805.01,1.855827,,,,,,,4720.0,0.664,4.627,133.2383188,14.8117921,K2
EPIC 211619879.01,15.7512,,,,1.38,,,,0.582,,129.0650281,14.8126725,K2
EPIC 211620138.01,1.855421,,,,,,,11500.0,2.734,4.055,133.2320539,14.8164505,K2
EPIC 211621644.01,0.921358,,,,,,,5255.22,1.30486,4.16118,131.0637706,14.8372602,K2
EPIC 211621961.01,11.078847,,,,,,,5162.0,1.9631,,131.7169885,14.8421191,K2
EPIC 211625003.01,0.530431,,,,,,,5666.31,1.49032,4.09583,134.6789638,14.8859919,K2
EPIC 211626490.01,0.747734,,,,,,,8498.37,1.65596,4.32425,130.946099,14.9073919,K2
EPIC 211630537.01,0.69719,,,,,,,5535.52,1.45971,4.0963,133.838029,14.9645433,K2
EPIC 211631538.01,5.513327,,,,3.9,,,5020.0,0.77,4.562,132.3424454,14.9783604,K2
EPIC 211631904.01,0.884004,,,,,,,5119.55,0.742353,4.63135,130.1753375,14.9839274,K2
EPIC 211638401.01,0.53027,,,,1.4,,,3880.0,0.558,4.706,136.7222365,15.0754252,K2
EPIC 211638883.01,0.543877,,,,,,,6177.78,1.36241,4.24133,134.3271756,15.0821831,K2
EPIC 211639283.01,6.741846,,,,,,,4861.09,2.13528,,135.9451412,15.0878845,K2
EPIC 211642307.01,20.9913,,,,1.44,,,,0.386,,123.8761593,15.1294601,K2
EPIC 211642882.01,23.89959501695,,,,12.83075359,476.17,12.1501,4736.5,0.76962,4.55,138.9529161,15.1376825,K2
EPIC 211642882.01,23.897707,,,,,,,5020.0,0.728,4.581,138.9529161,15.1376825,K2
EPIC 211644647.01,2.044175,,,,,,,5480.16,2.49927,3.62471,133.368118,15.1609156,K2
EPIC 211644764.01,23.5306712,,,,9.25,591.0,,6688.0,1.9,4.05,127.6869017,15.1625976,K2
EPIC 211645912.01,10.6741,,,,1.86,,,,0.9538,,124.997024,15.1778665,K2
EPIC 211645912.01,10.673,,,,,,,5919.66,0.928134,4.53627,124.997024,15.1778665,K2
EPIC 211649214.01,3.78795,,,,,,,5126.0,4.182,3.476,133.1040583,15.223561,K2
EPIC 211651743.01,0.516235,,,,,,,7701.0,2.08947,4.05568,129.7587872,15.2584092,K2
EPIC 211662047.01,0.635238,,,,,,,4743.31,0.919305,4.39196,134.3628607,15.399444,K2
EPIC 211663508.01,0.544418,,,,,,,5076.71,1.06871,4.30977,129.9561722,15.4202076,K2
EPIC 211663688.01,1.855516,,,,,,,3110.0,0.189,5.092,133.2565282,15.4222864,K2
EPIC 211664543.01,0.698333,,,,,,,4081.0,0.664517,4.59923,136.0364522,15.4349422,K2
EPIC 211673349.01,4.894289,,,,4.1,,,4440.0,0.686,4.62,130.7774233,15.554317,K2
EPIC 211679060.01,12.601781,,,,2.788,,,5791.0,1.088,4.269,134.2488531,15.6332775,K2
EPIC 211682423.01,6.96350934,,,,,,,6244.89,1.23998,4.33403,132.0926716,15.6788582,K2
EPIC 211685045.01,0.769057,,,,2.06,,,3832.0,0.54,4.9,123.359527,15.713698,K2
EPIC 211694226.01,1.91828,,,,1.0,,,,,,132.5897575,15.8379892,K2
EPIC 211705502.01,2.5819,,,,1.9422,,,,,,124.4925984,15.9879159,K2
EPIC 211705502.01,2.5840753,,,,7.01829,1834.0,1881.65,6119.0,1.4,4.2,124.4925984,15.9879159,K2
EPIC 211705502.01,2.5844972,,,,10.29,2277.0,,6471.0,1.39,4.24,124.4925984,15.9879159,K2
EPIC 211705654.01,2.5331,,,,,,,5301.32,1.54022,4.02194,131.2734657,15.9899642,K2
EPIC 211710534.01,3.022569,,,,,,,6481.66,1.89113,4.0052,131.7374294,16.0553155,K2
EPIC 211711685.01,15.462807,,,,1.266,,,5509.0,0.919,4.414,133.5143161,16.071337,K2
EPIC 211718105.01,2.958763,,,,,,,5935.86,2.34828,3.72999,130.1344144,16.1591838,K2
EPIC 211718187.01,5.51633,,,,1.38,,,,0.306,,134.232657,16.1602115,K2
EPIC 211719484.01,0.36091387,,,,,,,6175.0,1.92205,3.94242,123.4818695,16.1780684,K2
EPIC 211721325.01,1.052364,,,,,,,5157.0,1.1112,4.286,132.4889642,16.2036359,K2
EPIC 211724246.01,4.7464485,,,,10.3209,1141.0,281.823,5890.5,2.26,3.76,131.1913594,16.2436537,K2
EPIC 211724246.01,4.746159,,,,12.597,,,5878.0,2.207,3.977,131.1913594,16.2436537,K2
EPIC 211724246.01,4.7464962,,,,11.6,1775.0,,6486.0,2.1,3.97,131.1913594,16.2436537,K2
EPIC 211728689.01,8.952623,,,,8.917,,,5258.0,0.856,4.586,129.1808815,16.3067932,K2
EPIC 211731298.01,1.99043,,,,,,,5086.0,0.82,,129.0410676,16.3436617,K2
EPIC 211731298.01,1.99067602,,,,,,,5194.62,0.792521,4.58551,129.0410676,16.3436617,K2
EPIC 211731298.01,1.990422,,,,1.8,,,,0.824,,129.0410676,16.3436617,K2
EPIC 211732801.01,2.131554,,,,,,,6147.31,2.44273,3.72939,129.4696791,16.3656952,K2
EPIC 211733267.01,8.658,,,,,,,5127.0,0.901716,4.46444,130.0093645,16.3723455,K2
EPIC 211733267.01,8.65871336,,,,,,,5127.0,0.901716,4.46444,130.0093645,16.3723455,K2
EPIC 211733267.01,8.658168,,,,17.16037834,,,5319.0,0.818973,4.55,130.0093645,16.3723455,K2
EPIC 211733267.01,8.658143,,,,19.1,,,,0.9,,130.0093645,16.3723455,K2
EPIC 211733267.01,8.657975,,,,,,,5370.0,0.891,4.45,130.0093645,16.3723455,K2
EPIC 211736305.01,14.5616,,,,2.82,,,,0.849,,129.9074327,16.4140463,K2
EPIC 211737652.01,2.46819,,,,,,,8315.0,0.817957,4.92436,131.5002914,16.4335416,K2
EPIC 211738534.01,0.56802,,,,,,,3385.0,0.451115,4.78052,136.2090845,16.4458014,K2
EPIC 211741619.01,2.787663,,,,2.2,,,3950.0,0.602,4.676,131.8968981,16.4897963,K2
EPIC 211744153.01,4.612166,,,,,,,5444.37,2.82645,,130.7457554,16.526022,K2
EPIC 211750072.01,0.595558,,,,,,,5854.74,1.20541,4.3011,130.0761219,16.6093639,K2
EPIC 211754117.01,13.798845,,,,1.665,,,4980.0,0.68,4.686,134.1480303,16.6656338,K2
EPIC 211754962.01,3.41052823,,,,,,,3985.0,0.674996,4.5894,124.0293742,16.6771082,K2
EPIC 211754962.01,3.41065,,,,1.65,,,,0.701,,124.0293742,16.6771082,K2
EPIC 211759163.01,0.595667,,,,,,,,,,133.8746533,16.7367269,K2
EPIC 211762841.01,1.56494,,,,2.06,,,,0.556,,128.9263659,16.7892549,K2
EPIC 211762841.01,1.56493,,,,2.22,,,3938.0,0.624202,4.63089,128.9263659,16.7892549,K2
EPIC 211764271.01,3.576744,,,,,,,5896.1,1.30914,4.23348,133.1348743,16.809082,K2
EPIC 211764373.01,3.57678,,,,,,,5474.0,0.934009,4.47964,133.1341309,16.8102645,K2
EPIC 211765695.01,7.5587,,,,2.643,,,3974.0,0.677,4.579,130.1630689,16.8291894,K2
EPIC 211765695.02,25.43143,,,,2.887,,,3974.0,0.677,4.579,130.1630689,16.8291894,K2
EPIC 211768007.01,0.542912,,,,,,,5974.29,2.25382,3.77362,132.5292897,16.8610301,K2
EPIC 211770390.01,3.79018,,,,,,,5762.0,,,131.3535038,16.8957837,K2
EPIC 211770867.01,27.693,,,,,,,6286.0,1.7076,4.0632,123.0226578,16.9029575,K2
EPIC 211783206.01,7.13142,,,,9.6,,,,3.4,,130.1458104,17.0779872,K2
EPIC 211783206.01,7.134,,,,,,,,,,130.1458104,17.0779872,K2
EPIC 211784767.01,3.57804902,,,,,,,6024.0,1.59182,4.08194,126.0138439,17.0989436,K2
EPIC 211788221.01,12.89398,,,,1.12,,,,0.191,,126.9741718,17.1475919,K2
EPIC 211791178.01,9.562742,,,,2.01,,35.1,4349.9,0.667217,,132.142853,17.1905813,K2
EPIC 211791178.01,9.56332821,,,,,,,4432.16,,,132.142853,17.1905813,K2
EPIC 211791178.01,9.56183,,,,1.97,,,,0.598,,132.142853,17.1905813,K2
EPIC 211796070.01,1.89016107,,,,,,,4491.0,0.74574,4.54108,128.3109799,17.2614182,K2
EPIC 211796070.01,1.88993,,,,1.29,,,,0.638,,128.3109799,17.2614182,K2
EPIC 211797637.01,1.640707,,,,2.09,,,,0.572,,130.7310769,17.2828025,K2
EPIC 211797637.01,1.64117466,,,,,,,4493.0,0.664535,4.64429,130.7310769,17.2828025,K2
EPIC 211799258.01,19.53403,,,,12.7,,,,0.45,,128.2459539,17.3064583,K2
EPIC 211799258.01,19.53405,,,,9.82,,,3316.0,0.460378,4.7723,128.2459539,17.3064583,K2
EPIC 211800191.01,1.106182,,,,15.6,,,,0.84,,132.8847309,17.319892,K2
EPIC 211800191.01,1.106,,,,,,,5900.71,1.11127,4.37581,132.8847309,17.319892,K2
EPIC 211800191.01,1.10605213,,,,,,,5900.71,1.11127,4.37581,132.8847309,17.319892,K2
EPIC 211800191.01,1.106175,,,,8.83310242,,,5851.0,0.90632,4.43,132.8847309,17.319892,K2
EPIC 211804579.01,1.52317871,,,,,,,5735.72,0.950472,4.49249,129.0675977,17.3815875,K2
EPIC 211804579.01,1.523,,,,,,,5735.72,0.950472,4.49249,129.0675977,17.3815875,K2
EPIC 211804579.01,1.5235,,,,,,,5735.72,0.950472,4.49249,129.0675977,17.3815875,K2
EPIC 211807456.01,0.504961,,,,,,,5169.0,0.906039,4.46826,129.5546285,17.4224493,K2
EPIC 211808055.01,3.383,,,,,,,5603.82,1.019,4.41736,129.0344102,17.4299822,K2
EPIC 211808055.01,3.38199819,,,,,,,5603.82,1.019,4.41736,129.0344102,17.4299822,K2
EPIC 211809568.01,0.593274,,,,,,,5557.0,1.07692,4.36492,135.9347837,17.4516768,K2
EPIC 211812160.01,1.085097,,,,,,,6503.37,2.97681,3.61442,133.0646554,17.4889818,K2
EPIC 211812935.01,3.6079916,,,,15.3816,1228.0,378.206,5308.3,1.89,,133.1478987,17.4997633,K2
EPIC 211812935.01,3.607981,,,,18.3,,,6490.0,2.253,3.928,133.1478987,17.4997633,K2
EPIC 211814313.01,15.405101,,,,,,,5910.0,1.475,4.145,131.3241107,17.5194533,K2
EPIC 211814733.01,14.71,,,,,,,5167.0,2.19732,,132.667423,17.5248832,K2
EPIC 211814733.01,14.707213,,,,,,,5167.0,2.19732,,132.667423,17.5248832,K2
EPIC 211817229.01,2.176955,,,,1.25,,,,0.169,,126.9728935,17.5583062,K2
EPIC 211817229.01,2.17693,,,,7.92,,,3176.0,0.170856,5.12252,126.9728935,17.5583062,K2
EPIC 211822797 b,21.1595,,,,,,,3811.0,0.597044,4.65371,130.4102091,17.6399744,K2
EPIC 211822797 b,21.169861,,,,1.98,,3.5,4148.21,0.571699,,130.4102091,17.6399744,K2
EPIC 211822797 b,21.169619,,,,2.2,,,3880.0,0.59,,130.4102091,17.6399744,K2
EPIC 211822797 b,21.17623917,,,,,,,3811.0,0.597044,4.65371,130.4102091,17.6399744,K2
EPIC 211822797 b,21.1701963,,,,1.92,431.0,,4057.0,0.58,4.7,130.4102091,17.6399744,K2
EPIC 211822797 b,21.1686,,,,2.18,,,,0.642,,130.4102091,17.6399744,K2
EPIC 211822953.01,1.549381,,,,,,,3570.0,0.541211,4.70154,131.3058198,17.6420751,K2
EPIC 211825866.01,0.95017067,,,,,,,5339.0,0.746527,4.65577,124.3327803,17.683961,K2
EPIC 211826814.01,1.53453,,,,1.02,,,,0.29,4.96079,127.650804,17.696716,K2
EPIC 211828142.01,20.180269,,,,,,,3380.0,0.342147,4.8817,137.4699335,17.7159404,K2
EPIC 211829982.01,5.803439,,,,,,,5029.0,1.00796,4.35546,138.5565355,17.7424557,K2
EPIC 211830293.01,20.893526,,,,,,,6020.0,1.765,4.041,136.1398094,17.7470224,K2
EPIC 211831378.01,3.48928,,,,0.91,,,3742.0,0.682132,4.58372,126.1375509,17.7619577,K2
EPIC 211834065.01,10.545,,,,,,,6046.92,1.95293,3.90591,132.547984,17.7992816,K2
EPIC 211837343.01,12.0808,,,,2.53,,,,0.682,,124.4776657,17.8452779,K2
EPIC 211838158.01,0.575349,,,,,,,5033.0,1.04575,4.32349,136.0199607,17.8569949,K2
EPIC 211839430.01,2.612938,,,,,,,5014.02,4.77742,,132.5083559,17.8741708,K2
EPIC 211839462.01,2.612804,,,,,,,5987.0,3.64705,3.35558,132.5058754,17.8745407,K2
EPIC 211841496.01,0.522199,,,,,,,,,,135.6302992,17.9021238,K2
EPIC 211843564.01,0.4520313,,,,5.3,,,,0.569,,123.1521655,17.9301228,K2
EPIC 211843564.01,0.45220130587,,,,7.91722863,1326.28,731.2387,3739.0,0.633946,4.6228,123.1521655,17.9301228,K2
EPIC 211852187.01,14.343042,,,,,,,3260.0,0.424653,4.80422,134.6437718,18.0481127,K2
EPIC 211858408.01,0.628876,,,,,,,6688.0,1.49352,4.24194,130.3412169,18.1339264,K2
EPIC 211858489.01,0.636109,,,,,,,6100.77,1.65628,4.0605,129.954972,18.1351672,K2
EPIC 211859295.01,11.09226,,,,2.495,,,4496.0,0.703,4.611,131.87908,18.1464926,K2
EPIC 211863149.01,2.61299,,,,,,,3520.0,0.458,4.798,132.5155053,18.2002339,K2
EPIC 211876245.01,8.97146,,,,,,,5330.0,0.872,4.481,134.1616939,18.382575,K2
EPIC 211885185.01,4.397187,,,,,,,6090.0,1.71021,4.02887,131.0273506,18.5109287,K2
EPIC 211886472.01,19.63975,,,,,,,6730.0,2.183,3.963,137.132549,18.528433,K2
EPIC 211886472.01,19.640151,,,,43.0,,,,2.188,,137.132549,18.528433,K2
EPIC 211886472.01,19.63366256,,,,,,,6516.17,2.11864,3.91306,137.132549,18.528433,K2
EPIC 211886472.01,19.640123,,,,34.30556244,,,6398.0,1.743843,4.03,137.132549,18.528433,K2
EPIC 211886472.01,19.64,,,,,,,6516.17,2.11864,3.91306,137.132549,18.528433,K2
EPIC 211892082.01,10.90364,,,,2.214,,,3929.0,0.59,4.669,131.3004022,18.6097799,K2
EPIC 211892395.01,0.995061,,,,,,,5080.0,0.864,4.468,135.760339,18.6147062,K2
EPIC 211897272.01,11.2362,,,,2.25,,,,0.955,,126.8998198,18.6867675,K2
EPIC 211897691.01,5.749481,,,,2.93,,,,0.765,,130.082542,18.6929046,K2
EPIC 211897691.01,5.75,,,,,,,4678.76,0.718666,4.60008,130.082542,18.6929046,K2
EPIC 211897691.01,5.75052,,,,2.01,,,,0.576,,130.082542,18.6929046,K2
EPIC 211901114.01,1.6488,,,,,,,3392.0,0.445314,4.78569,130.398549,18.7429979,K2
EPIC 211901114.01,1.648932,,,,9.6,,,3440.0,0.46,,130.398549,18.7429979,K2
EPIC 211904310.01,24.399869,,,,18.43,1144.0,,6404.0,1.65,4.12,129.4837732,18.7902102,K2
EPIC 211906259.01,2.52,,,,,,,5707.44,1.08666,4.37448,131.3109799,18.8192956,K2
EPIC 211906940.01,0.526316,,,,,,,4397.0,,,137.4605365,18.8297729,K2
EPIC 211910237.01,1.108972,,,,,,,,,,137.0946427,18.8794251,K2
EPIC 211913395.01,9.35739,,,,2.69,,,,0.595,,128.2690718,18.9251012,K2
EPIC 211914445.01,1.810718,,,,,,,5680.0,1.178,4.257,130.4242801,18.9412786,K2
EPIC 211914718.01,0.582017,,,,,,,5385.55,1.06418,4.35439,134.2906075,18.9454287,K2
EPIC 211914889.01,1.81042,,,,,,,3050.0,0.313,4.808,129.8777982,18.9481008,K2
EPIC 211914960.01,1.810834,,,,,,,3230.0,0.888,3.921,130.0091206,18.9491053,K2
EPIC 211914998.02,24.6237203,,,,2.33,585.0,,5650.0,0.91,4.49,133.8081054,18.9497263,K2
EPIC 211915147.01,1.810708,,,,,,,6805.0,2.32513,3.86952,129.7886317,18.9518772,K2
EPIC 211919555.01,9.484994,,,,,,,,,,131.648111,19.018583,K2
EPIC 211919842.01,9.510911,,,,,,,3941.0,0.777317,4.4422,131.4024049,19.0224447,K2
EPIC 211920462.01,9.516793,,,,,,,,,,130.8728991,19.0321833,K2
EPIC 211920528.01,9.48658,,,,,,,6119.69,1.76772,4.00394,131.1264326,19.0330138,K2
EPIC 211920604.01,9.487929,,,,,,,6214.0,2.65019,3.6707,130.9624675,19.0340576,K2
EPIC 211920811.01,9.49259,,,,,,,4645.01,7.25626,,130.8071744,19.0368972,K2
EPIC 211925181.01,8.841,,,,2.43,,,,0.584,,125.9641071,19.1009014,K2
EPIC 211925595.01,45.38331501,,,,,,,4793.26,0.815611,4.50159,132.958077,19.1074714,K2
EPIC 211928959.01,0.858462,,,,,,,4467.0,0.840819,4.43376,133.4825629,19.1590573,K2
EPIC 211929937.01,3.47701708869,,,,11.85710209,1017.26,253.0737,5225.91,0.84127,4.53759,129.1783954,19.1738012,K2
EPIC 211929937.01,3.47701312,,,,,,,5225.91,0.84127,4.53759,129.1783954,19.1738012,K2
EPIC 211929937.01,3.4766506,,,,12.6,,,,0.879,,129.1783954,19.1738012,K2
EPIC 211929937.01,3.477,,,,,,,5225.91,0.84127,4.53759,129.1783954,19.1738012,K2
EPIC 211929937.01,3.476642,,,,11.5,,,,0.84,,129.1783954,19.1738012,K2
EPIC 211929937.01,3.476633,,,,12.7,,,,0.865,,129.1783954,19.1738012,K2
EPIC 211934173.01,0.520451,,,,,,,,,,129.6911414,19.2377968,K2
EPIC 211939692.01,,,,,4.31,,,,1.294,,128.401884,19.3201861,K2
EPIC 211939692.02,39.5438,,,,3.28,,,,1.294,,128.401884,19.3201861,K2
EPIC 211939692.03,,,,,3.26,,,,1.294,,128.401884,19.3201861,K2
EPIC 211939692.04,26.8662,,,,2.95,,,,1.294,,128.401884,19.3201861,K2
EPIC 211941472.01,5.7837,,,,1.38,,,,1.31,,130.4485798,19.3474745,K2
EPIC 211941472.01,5.781853,,,,1.44284081,,,5739.0,1.383982,4.11,130.4485798,19.3474745,K2
EPIC 211941472.01,5.78,,,,,,,5758.27,1.70787,,130.4485798,19.3474745,K2
EPIC 211942157.01,1.324292,,,,,,,7114.0,2.71166,3.77025,132.7133566,19.3572704,K2
EPIC 211942755.01,19.729071,,,,2.239,,,4735.0,0.712,4.619,124.5363137,19.3660902,K2
EPIC 211945201 b,19.491,,,,,,,6128.0,1.3636,4.2324,136.5741931,19.4020565,K2
EPIC 211945201 b,19.491795,,,,5.84689735,,,6046.0,1.410092,4.14,136.5741931,19.4020565,K2
EPIC 211945201 b,19.4921473,,,,5.50689,662.0,31.9085,6128.0,1.36,4.23,136.5741931,19.4020565,K2
EPIC 211945201 b,19.492132,,,,6.0,,,,1.48,,136.5741931,19.4020565,K2
EPIC 211945201 b,19.49221,,,,5.76,817.0,,6069.0,1.39,4.22,136.5741931,19.4020565,K2
EPIC 211945201 b,19.491965,,,,6.8,,,6320.0,1.485,4.219,136.5741931,19.4020565,K2
EPIC 211945201 b,19.49183,,,,5.96,,,,1.403,,136.5741931,19.4020565,K2
EPIC 211945201 b,19.4921498,,,,,,,6025.0,1.38,4.25,136.5741931,19.4020565,K2
EPIC 211945201 b,19.491,,,,5.5,809.0,101.0,6019.0,1.387,4.18,136.5741931,19.4020565,K2
EPIC 211945201 b,19.49213,,,,6.12,886.35,,6025.0,1.38,4.25,136.5741931,19.4020565,K2
EPIC 211945201 b,19.50735025,,,,,,,6128.0,1.3636,4.2324,136.5741931,19.4020565,K2
EPIC 211946007.01,1.982809,,,,,,,3330.0,0.291,4.958,130.6641653,19.4143598,K2
EPIC 211946007.01,1.9828041248,,,,10.89107018,543.47,20.617,3213.0,0.293047,4.93347,130.6641653,19.4143598,K2
EPIC 211946007.01,1.9828,,,,,,,3213.0,0.293047,4.93347,130.6641653,19.4143598,K2
EPIC 211953244.01,29.724674,,,,1.439,,,5339.0,0.854,4.515,126.5132158,19.5209728,K2
EPIC 211955798.01,0.616444,,,,,,,4937.26,0.750931,4.59535,132.7148652,19.562251,K2
EPIC 211964001.01,7.218071,,,,,,,6727.06,1.67346,4.14708,130.1087556,19.6864229,K2
EPIC 211964025.01,7.219626,,,,,,,8075.0,2.55977,3.91392,130.0862865,19.6866788,K2
EPIC 211964332.01,7.220537,,,,,,,5420.0,0.932,4.435,129.7034817,19.6912228,K2
EPIC 211964555.01,7.220943,,,,,,,3092.0,0.292863,4.93367,129.6635506,19.6943963,K2
EPIC 211965883.01,10.55532,,,,2.64,,,,0.623,,136.1570235,19.7144139,K2
EPIC 211965883.01,10.555,,,,,,,4067.08,0.722281,4.52683,136.1570235,19.7144139,K2
EPIC 211965883.01,10.55632,,,,2.86,,,4067.08,0.722281,4.52683,136.1570235,19.7144139,K2
